source,title,company,location,city,state,lat,lon,date_posted,job_type,seniority,skills,skills_list,salary_min,salary_max,currency,url,description,sentiment
ACRA,Field Supervisor,Heritage Research Group,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-12-17,field-tech,entry,Adobe Illustrator;Historic Tax Credit Applications;Mukurtu (Community Protocol CMS);Phase I Archaeological Survey;Phase III Data Recovery;Repository Standards & Agreements,"[""Adobe Illustrator"", ""Historic Tax Credit Applications"", ""Mukurtu (Community Protocol CMS)"", ""Phase I Archaeological Survey"", ""Phase III Data Recovery"", ""Repository Standards & Agreements""]",55579.0,63506.0,USD,https://example.com/demo/job/197,"Field Supervisor at Heritage Research Group. Key skills include Adobe Illustrator, Historic Tax Credit Applications, Mukurtu (Community Protocol CMS), Phase I Archaeological Survey, Phase III Data Recovery. This is synthetic demo data.",-0.086
AAA,Architectural Historian,Cultural Resource Consultants,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-10-16,architectural-historian,entry,NEPA;NRHP Integrity Assessment;Program Evaluation (KPIs/Outcomes);The Museum System (TMS);UAV Photogrammetry;Wood Conservation,"[""NEPA"", ""NRHP Integrity Assessment"", ""Program Evaluation (KPIs/Outcomes)"", ""The Museum System (TMS)"", ""UAV Photogrammetry"", ""Wood Conservation""]",43228.0,51709.0,USD,https://example.com/demo/job/198,"Architectural Historian at Cultural Resource Consultants. Key skills include NEPA, NRHP Integrity Assessment, Program Evaluation (KPIs/Outcomes), The Museum System (TMS), UAV Photogrammetry. This is synthetic demo data.",0.216
AAA,Field Supervisor,Western CRM Partners,"Boston, MA",Boston,MA,42.3601,-71.0589,2026-01-05,field-tech,lead/PI,California Environmental Quality Act;NEPA;Preventive Conservation & Rehousing;Residue/Use-Wear Analysis;Section 106;Site Recording & Forms,"[""California Environmental Quality Act"", ""NEPA"", ""Preventive Conservation & Rehousing"", ""Residue/Use-Wear Analysis"", ""Section 106"", ""Site Recording & Forms""]",102450.0,130861.0,USD,https://example.com/demo/job/199,"Field Supervisor at Western CRM Partners. Key skills include California Environmental Quality Act, NEPA, Preventive Conservation & Rehousing, Residue/Use-Wear Analysis, Section 106. This is synthetic demo data.",0.262
ACRA,Field Technician,ArchaeoLab Services,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-10-08,field-tech,mid,Digital Twins for Heritage Sites;Historic Preservation Plan;NEPA;NPS Preservation Briefs & Bulletins;PastPerfect CMS;Primavera P6;Residue/Use-Wear Analysis;Section 106,"[""Digital Twins for Heritage Sites"", ""Historic Preservation Plan"", ""NEPA"", ""NPS Preservation Briefs & Bulletins"", ""PastPerfect CMS"", ""Primavera P6"", ""Residue/Use-Wear Analysis"", ""Section 106""]",,,,https://example.com/demo/job/200,"Field Technician at ArchaeoLab Services. Key skills include Digital Twins for Heritage Sites, Historic Preservation Plan, NEPA, NPS Preservation Briefs & Bulletins, PastPerfect CMS. This is synthetic demo data.",-0.08
ACRA,Project Manager,Preservation Strategy Studio,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-11-21,pm/pi,entry,ArcGIS;Cultural Landscape Report (CLR);Drone (UAV) Mapping;Historic Preservation Plan;Section 106;Section 4(f) Evaluation,"[""ArcGIS"", ""Cultural Landscape Report (CLR)"", ""Drone (UAV) Mapping"", ""Historic Preservation Plan"", ""Section 106"", ""Section 4(f) Evaluation""]",45029.0,52068.0,USD,https://example.com/demo/job/201,"Project Manager at Preservation Strategy Studio. Key skills include ArcGIS, Cultural Landscape Report (CLR), Drone (UAV) Mapping, Historic Preservation Plan, Section 106. This is synthetic demo data.",0.112
ACRA,Senior Project Director,GeoCultural Analytics,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2026-01-09,pm/pi,lead/PI,Crew Chief / Field Director;FileMaker Pro;Heritage Risk Assessment;Integrated Pest Management (IPM);NEPA;Zooarchaeology (Faunal Analysis),"[""Crew Chief / Field Director"", ""FileMaker Pro"", ""Heritage Risk Assessment"", ""Integrated Pest Management (IPM)"", ""NEPA"", ""Zooarchaeology (Faunal Analysis)""]",112530.0,145272.0,USD,https://example.com/demo/job/202,"Senior Project Director at GeoCultural Analytics. Key skills include Crew Chief / Field Director, FileMaker Pro, Heritage Risk Assessment, Integrated Pest Management (IPM), NEPA. This is synthetic demo data.",0.188
ACRA,Senior Principal Investigator,Regional Heritage Associates,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2025-12-01,pm/pi,lead/PI,Drone (UAV) Mapping;Geoarchaeology;MSHA Surface Miner,"[""Drone (UAV) Mapping"", ""Geoarchaeology"", ""MSHA Surface Miner""]",99663.0,118604.0,USD,https://example.com/demo/job/203,"Senior Principal Investigator at Regional Heritage Associates. Key skills include Drone (UAV) Mapping, Geoarchaeology, MSHA Surface Miner. This is synthetic demo data.",0.464
ACRA,Collections Specialist,Frontier Cultural Resources,"Las Vegas, NV",Las Vegas,NV,36.1699,-115.1398,2026-01-29,lab/analyst,mid,Budget & Cost Control (Preservation);Resource Condition Assessment;THPO Consultation,"[""Budget & Cost Control (Preservation)"", ""Resource Condition Assessment"", ""THPO Consultation""]",59845.0,76594.0,USD,https://example.com/demo/job/204,"Collections Specialist at Frontier Cultural Resources. Key skills include Budget & Cost Control (Preservation), Resource Condition Assessment, THPO Consultation. This is synthetic demo data.",-0.139
ACRA,Senior Historic Preservation Specialist,Sagebrush Archaeology,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-12-19,architectural-historian,lead/PI,National Historic Preservation Act;Post-Disaster Damage Assessment;Quality Assurance / Quality Control,"[""National Historic Preservation Act"", ""Post-Disaster Damage Assessment"", ""Quality Assurance / Quality Control""]",,,,https://example.com/demo/job/205,"Senior Historic Preservation Specialist at Sagebrush Archaeology. Key skills include National Historic Preservation Act, Post-Disaster Damage Assessment, Quality Assurance / Quality Control. This is synthetic demo data.",0.447
AAA,Cultural Resources Planner,Bay Area Preservation,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-12-23,architectural-historian,entry,ArcGIS;Historic District Guidelines;Phase I Archaeological Survey;Section 110 (NHPA);State Site Form & Records Submission,"[""ArcGIS"", ""Historic District Guidelines"", ""Phase I Archaeological Survey"", ""Section 110 (NHPA)"", ""State Site Form & Records Submission""]",44821.0,51077.0,USD,https://example.com/demo/job/206,"Cultural Resources Planner at Bay Area Preservation. Key skills include ArcGIS, Historic District Guidelines, Phase I Archaeological Survey, Section 110 (NHPA), State Site Form & Records Submission. This is synthetic demo data.",-0.173
AAA,Field Supervisor,Capitol Heritage Advisors,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2026-01-08,field-tech,mid,Ceramic Analysis;FME (Feature Manipulation Engine);Ground Penetrating Radar;MIDAS Heritage Standard;Section 106;Terrestrial Laser Scanning (TLS),"[""Ceramic Analysis"", ""FME (Feature Manipulation Engine)"", ""Ground Penetrating Radar"", ""MIDAS Heritage Standard"", ""Section 106"", ""Terrestrial Laser Scanning (TLS)""]",,,,https://example.com/demo/job/207,"Field Supervisor at Capitol Heritage Advisors. Key skills include Ceramic Analysis, FME (Feature Manipulation Engine), Ground Penetrating Radar, MIDAS Heritage Standard, Section 106. This is synthetic demo data.",0.342
AAA,Senior Project Manager,Great Lakes CRM,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-10-13,pm/pi,senior,Adobe Photoshop;Historic District Guidelines;Pedestrian Survey;Python,"[""Adobe Photoshop"", ""Historic District Guidelines"", ""Pedestrian Survey"", ""Python""]",73841.0,92283.0,USD,https://example.com/demo/job/208,"Senior Project Manager at Great Lakes CRM. Key skills include Adobe Photoshop, Historic District Guidelines, Pedestrian Survey, Python. This is synthetic demo data.",0.297
AAA,Archaeology Technician,High Plains Cultural Resources,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2025-12-03,field-tech,mid,Compliance Tracking Systems;Geoarchaeology;Preventive Conservation;Soil Micromorphology,"[""Compliance Tracking Systems"", ""Geoarchaeology"", ""Preventive Conservation"", ""Soil Micromorphology""]",61524.0,73012.0,USD,https://example.com/demo/job/209,"Archaeology Technician at High Plains Cultural Resources. Key skills include Compliance Tracking Systems, Geoarchaeology, Preventive Conservation, Soil Micromorphology. This is synthetic demo data.",0.245
AAA,Artifact Analyst,Sunbelt Heritage Solutions,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-10-16,lab/analyst,entry,Adaptive Reuse Planning;Design Review for Historic Properties;Ethnographic Research Methods;NEPA;Quality Assurance / Quality Control;Section 106;Technical Editing;Venice Charter Principles,"[""Adaptive Reuse Planning"", ""Design Review for Historic Properties"", ""Ethnographic Research Methods"", ""NEPA"", ""Quality Assurance / Quality Control"", ""Section 106"", ""Technical Editing"", ""Venice Charter Principles""]",46237.0,56372.0,USD,https://example.com/demo/job/210,"Artifact Analyst at Sunbelt Heritage Solutions. Key skills include Adaptive Reuse Planning, Design Review for Historic Properties, Ethnographic Research Methods, NEPA, Quality Assurance / Quality Control. This is synthetic demo data.",-0.181
ACRA,Collections Specialist,Heritage Research Group,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-26,lab/analyst,mid,ArcGIS Online;Ceramic Analysis;Construction Compliance Monitoring;Historic Materials Conservation;Pedestrian Survey;Section 106 Regulations (36 CFR 800);Site Management Plan;State Environmental Policy Act,"[""ArcGIS Online"", ""Ceramic Analysis"", ""Construction Compliance Monitoring"", ""Historic Materials Conservation"", ""Pedestrian Survey"", ""Section 106 Regulations (36 CFR 800)"", ""Site Management Plan"", ""State Environmental Policy Act""]",55291.0,70058.0,USD,https://example.com/demo/job/211,"Collections Specialist at Heritage Research Group. Key skills include ArcGIS Online, Ceramic Analysis, Construction Compliance Monitoring, Historic Materials Conservation, Pedestrian Survey. This is synthetic demo data.",0.221
AAA,Cultural Resources Planner,Cultural Resource Consultants,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-11-12,architectural-historian,mid,CPR/First Aid;Digitization & Georeferencing;MSHA Surface Miner;Programmatic Agreements (PAs);Resource Condition Assessment,"[""CPR/First Aid"", ""Digitization & Georeferencing"", ""MSHA Surface Miner"", ""Programmatic Agreements (PAs)"", ""Resource Condition Assessment""]",,,,https://example.com/demo/job/212,"Cultural Resources Planner at Cultural Resource Consultants. Key skills include CPR/First Aid, Digitization & Georeferencing, MSHA Surface Miner, Programmatic Agreements (PAs), Resource Condition Assessment. This is synthetic demo data.",0.209
ACRA,Historic Preservation Specialist,Western CRM Partners,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-12-10,architectural-historian,senior,Architectural History;Digitization & Georeferencing;NRHP Evaluation Criteria;QGIS;Terrestrial Laser Scanning (TLS);Wood Conservation,"[""Architectural History"", ""Digitization & Georeferencing"", ""NRHP Evaluation Criteria"", ""QGIS"", ""Terrestrial Laser Scanning (TLS)"", ""Wood Conservation""]",,,,https://example.com/demo/job/213,"Historic Preservation Specialist at Western CRM Partners. Key skills include Architectural History, Digitization & Georeferencing, NRHP Evaluation Criteria, QGIS, Terrestrial Laser Scanning (TLS). This is synthetic demo data.",0.43
ACRA,Senior Cultural Resources Planner,ArchaeoLab Services,"Boston, MA",Boston,MA,42.3601,-71.0589,2025-12-17,architectural-historian,lead/PI,Esri Survey123;Intangible Cultural Heritage Safeguarding;Section 106;Section 110 (NHPA),"[""Esri Survey123"", ""Intangible Cultural Heritage Safeguarding"", ""Section 106"", ""Section 110 (NHPA)""]",115445.0,131602.0,USD,https://example.com/demo/job/214,"Senior Cultural Resources Planner at ArchaeoLab Services. Key skills include Esri Survey123, Intangible Cultural Heritage Safeguarding, Section 106, Section 110 (NHPA). This is synthetic demo data.",0.04
AAA,Senior Cultural Resources Planner,Preservation Strategy Studio,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-10-28,architectural-historian,lead/PI,Budgeting & Scheduling;Esri Survey123;NEPA;Oral History Methods;Section 106;Section 4(f) DOT Act,"[""Budgeting & Scheduling"", ""Esri Survey123"", ""NEPA"", ""Oral History Methods"", ""Section 106"", ""Section 4(f) DOT Act""]",106951.0,140269.0,USD,https://example.com/demo/job/215,"Senior Cultural Resources Planner at Preservation Strategy Studio. Key skills include Budgeting & Scheduling, Esri Survey123, NEPA, Oral History Methods, Section 106. This is synthetic demo data.",0.258
ACRA,Senior Artifact Analyst,GeoCultural Analytics,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-12-23,lab/analyst,senior,Conservation Plan;Esri Survey123;MIDAS Heritage Standard;Proposal/Scope Writing (RFP/RFQ);Wood Conservation,"[""Conservation Plan"", ""Esri Survey123"", ""MIDAS Heritage Standard"", ""Proposal/Scope Writing (RFP/RFQ)"", ""Wood Conservation""]",92787.0,112348.0,USD,https://example.com/demo/job/216,"Senior Artifact Analyst at GeoCultural Analytics. Key skills include Conservation Plan, Esri Survey123, MIDAS Heritage Standard, Proposal/Scope Writing (RFP/RFQ), Wood Conservation. This is synthetic demo data.",0.131
ACRA,Project Director,Regional Heritage Associates,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2026-01-04,pm/pi,entry,Compliance Tracking Systems;Curation Agreements;Integrated Pest Management (IPM);Pedestrian Survey;Residue/Use-Wear Analysis;UAV Photogrammetry,"[""Compliance Tracking Systems"", ""Curation Agreements"", ""Integrated Pest Management (IPM)"", ""Pedestrian Survey"", ""Residue/Use-Wear Analysis"", ""UAV Photogrammetry""]",49496.0,54669.0,USD,https://example.com/demo/job/217,"Project Director at Regional Heritage Associates. Key skills include Compliance Tracking Systems, Curation Agreements, Integrated Pest Management (IPM), Pedestrian Survey, Residue/Use-Wear Analysis. This is synthetic demo data.",0.345
ACRA,Artifact Analyst,Frontier Cultural Resources,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-10,lab/analyst,senior,Archaeological Data Recovery Plan;Contract Deliverables Management;Digitization & Georeferencing;NEPA,"[""Archaeological Data Recovery Plan"", ""Contract Deliverables Management"", ""Digitization & Georeferencing"", ""NEPA""]",97050.0,109645.0,USD,https://example.com/demo/job/218,"Artifact Analyst at Frontier Cultural Resources. Key skills include Archaeological Data Recovery Plan, Contract Deliverables Management, Digitization & Georeferencing, NEPA. This is synthetic demo data.",-0.109
ACRA,Program Manager,Sagebrush Archaeology,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-10-05,pm/pi,lead/PI,Adobe Illustrator;Burra Charter Principles;Compliance Tracking Systems;LiDAR;Lithic Analysis;MIDAS Heritage Standard,"[""Adobe Illustrator"", ""Burra Charter Principles"", ""Compliance Tracking Systems"", ""LiDAR"", ""Lithic Analysis"", ""MIDAS Heritage Standard""]",,,,https://example.com/demo/job/219,"Program Manager at Sagebrush Archaeology. Key skills include Adobe Illustrator, Burra Charter Principles, Compliance Tracking Systems, LiDAR, Lithic Analysis. This is synthetic demo data.",-0.042
AAA,Senior Lab Analyst,Bay Area Preservation,"Boise, ID",Boise,ID,43.615,-116.2023,2025-10-22,lab/analyst,senior,Architectural History;Co-Management Agreements;Esri StoryMaps;File/Enterprise Geodatabase;GDAL/OGR;Paleoethnobotany/Archaeobotany;Repository Standards & Agreements,"[""Architectural History"", ""Co-Management Agreements"", ""Esri StoryMaps"", ""File/Enterprise Geodatabase"", ""GDAL/OGR"", ""Paleoethnobotany/Archaeobotany"", ""Repository Standards & Agreements""]",83070.0,100175.0,USD,https://example.com/demo/job/220,"Senior Lab Analyst at Bay Area Preservation. Key skills include Architectural History, Co-Management Agreements, Esri StoryMaps, File/Enterprise Geodatabase, GDAL/OGR. This is synthetic demo data.",0.497
ACRA,Collections Specialist,Capitol Heritage Advisors,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-12-27,lab/analyst,senior,Bioarchaeology/Osteology;Collections Management Policy;Historic Materials Conservation;Historic Paint Analysis;Mitigation Reporting & Closeout;Wilderness First Aid,"[""Bioarchaeology/Osteology"", ""Collections Management Policy"", ""Historic Materials Conservation"", ""Historic Paint Analysis"", ""Mitigation Reporting & Closeout"", ""Wilderness First Aid""]",77537.0,89554.0,USD,https://example.com/demo/job/221,"Collections Specialist at Capitol Heritage Advisors. Key skills include Bioarchaeology/Osteology, Collections Management Policy, Historic Materials Conservation, Historic Paint Analysis, Mitigation Reporting & Closeout. This is synthetic demo data.",0.063
ACRA,Field Technician,Great Lakes CRM,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2025-12-24,field-tech,entry,Accession Policy & Procedures;Ceramic Analysis;Collections Environmental Monitoring;Disaster Risk Reduction & Response;Omeka S (Digital Exhibits);Phase II Evaluation/Testing;Radiocarbon Sampling/Interpretation;Underwater/Maritime Survey,"[""Accession Policy & Procedures"", ""Ceramic Analysis"", ""Collections Environmental Monitoring"", ""Disaster Risk Reduction & Response"", ""Omeka S (Digital Exhibits)"", ""Phase II Evaluation/Testing"", ""Radiocarbon Sampling/Interpretation"", ""Underwater/Maritime Survey""]",44508.0,50191.0,USD,https://example.com/demo/job/222,"Field Technician at Great Lakes CRM. Key skills include Accession Policy & Procedures, Ceramic Analysis, Collections Environmental Monitoring, Disaster Risk Reduction & Response, Omeka S (Digital Exhibits). This is synthetic demo data.",0.011
AAA,Zooarchaeology Analyst,High Plains Cultural Resources,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-10-30,lab/analyst,senior,MOA (Section 106 Resolution);Mitigation Planning & Implementation;NEPA;OSHA HAZWOPER 40-hour;Section 106,"[""MOA (Section 106 Resolution)"", ""Mitigation Planning & Implementation"", ""NEPA"", ""OSHA HAZWOPER 40-hour"", ""Section 106""]",,,,https://example.com/demo/job/223,"Zooarchaeology Analyst at High Plains Cultural Resources. Key skills include MOA (Section 106 Resolution), Mitigation Planning & Implementation, NEPA, OSHA HAZWOPER 40-hour, Section 106. This is synthetic demo data.",0.382
ACRA,Senior Project Director,Sunbelt Heritage Solutions,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-12-07,pm/pi,senior,Contract Deliverables Management;Disaster Risk Reduction & Response;HIA (Heritage Impact Assessment);Intangible Cultural Heritage Safeguarding;Metal Conservation;NAGPRA;NEPA;Remote Sensing Classification;Section 106,"[""Contract Deliverables Management"", ""Disaster Risk Reduction & Response"", ""HIA (Heritage Impact Assessment)"", ""Intangible Cultural Heritage Safeguarding"", ""Metal Conservation"", ""NAGPRA"", ""NEPA"", ""Remote Sensing Classification"", ""Section 106""]",75618.0,99302.0,USD,https://example.com/demo/job/224,"Senior Project Director at Sunbelt Heritage Solutions. Key skills include Contract Deliverables Management, Disaster Risk Reduction & Response, HIA (Heritage Impact Assessment), Intangible Cultural Heritage Safeguarding, Metal Conservation. This is synthetic demo data.",0.465
ACRA,Crew Chief,Heritage Research Group,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-11-28,field-tech,entry,ArcGIS;Co-Management Agreements;Community Outreach & Interpretation;Conservation Plan;Esri Survey123;Heritage Policy Analysis;Masonry Conservation;Radiocarbon Sampling/Interpretation,"[""ArcGIS"", ""Co-Management Agreements"", ""Community Outreach & Interpretation"", ""Conservation Plan"", ""Esri Survey123"", ""Heritage Policy Analysis"", ""Masonry Conservation"", ""Radiocarbon Sampling/Interpretation""]",47901.0,58467.0,USD,https://example.com/demo/job/225,"Crew Chief at Heritage Research Group. Key skills include ArcGIS, Co-Management Agreements, Community Outreach & Interpretation, Conservation Plan, Esri Survey123. This is synthetic demo data.",-0.134
AAA,Collections Specialist,Cultural Resource Consultants,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-02,lab/analyst,entry,Adobe Illustrator;ArcGIS Online;Data Management Plan (FAIR);National Historic Preservation Act;Section 106;Total Station Survey,"[""Adobe Illustrator"", ""ArcGIS Online"", ""Data Management Plan (FAIR)"", ""National Historic Preservation Act"", ""Section 106"", ""Total Station Survey""]",44996.0,49928.0,USD,https://example.com/demo/job/226,"Collections Specialist at Cultural Resource Consultants. Key skills include Adobe Illustrator, ArcGIS Online, Data Management Plan (FAIR), National Historic Preservation Act, Section 106. This is synthetic demo data.",0.385
ACRA,Senior Lab Analyst,Western CRM Partners,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-25,lab/analyst,lead/PI,HIA (Heritage Impact Assessment);Microsoft Project;Phase II Evaluation/Testing;Preventive Conservation & Rehousing;Program Evaluation (KPIs/Outcomes);Risk Management;State Environmental Policy Act;Zooarchaeology (Faunal Analysis),"[""HIA (Heritage Impact Assessment)"", ""Microsoft Project"", ""Phase II Evaluation/Testing"", ""Preventive Conservation & Rehousing"", ""Program Evaluation (KPIs/Outcomes)"", ""Risk Management"", ""State Environmental Policy Act"", ""Zooarchaeology (Faunal Analysis)""]",113501.0,129445.0,USD,https://example.com/demo/job/227,"Senior Lab Analyst at Western CRM Partners. Key skills include HIA (Heritage Impact Assessment), Microsoft Project, Phase II Evaluation/Testing, Preventive Conservation & Rehousing, Program Evaluation (KPIs/Outcomes). This is synthetic demo data.",0.138
ACRA,Program Manager,ArchaeoLab Services,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-12-17,pm/pi,entry,Architectural History;Section 106;Section 110 (NHPA);Wood Conservation,"[""Architectural History"", ""Section 106"", ""Section 110 (NHPA)"", ""Wood Conservation""]",53107.0,61406.0,USD,https://example.com/demo/job/228,"Program Manager at ArchaeoLab Services. Key skills include Architectural History, Section 106, Section 110 (NHPA), Wood Conservation. This is synthetic demo data.",0.485
ACRA,Principal Investigator,Preservation Strategy Studio,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2026-02-01,pm/pi,entry,Integrated Pest Management (IPM);Programmatic Agreements (PAs);Section 4(f) Evaluation;State Environmental Policy Act;State Site Form & Records Submission;Viewshed Analysis,"[""Integrated Pest Management (IPM)"", ""Programmatic Agreements (PAs)"", ""Section 4(f) Evaluation"", ""State Environmental Policy Act"", ""State Site Form & Records Submission"", ""Viewshed Analysis""]",,,,https://example.com/demo/job/229,"Principal Investigator at Preservation Strategy Studio. Key skills include Integrated Pest Management (IPM), Programmatic Agreements (PAs), Section 4(f) Evaluation, State Environmental Policy Act, State Site Form & Records Submission. This is synthetic demo data.",0.154
AAA,Lab Analyst,GeoCultural Analytics,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-11-30,lab/analyst,lead/PI,Electrical Resistivity;Long-Term Resource Monitoring Plan;Mortar Analysis & Repointing;Radiocarbon Sampling/Interpretation;Remote Sensing Classification;Section 106,"[""Electrical Resistivity"", ""Long-Term Resource Monitoring Plan"", ""Mortar Analysis & Repointing"", ""Radiocarbon Sampling/Interpretation"", ""Remote Sensing Classification"", ""Section 106""]",,,,https://example.com/demo/job/230,"Lab Analyst at GeoCultural Analytics. Key skills include Electrical Resistivity, Long-Term Resource Monitoring Plan, Mortar Analysis & Repointing, Radiocarbon Sampling/Interpretation, Remote Sensing Classification. This is synthetic demo data.",-0.138
AAA,Architectural Historian,Regional Heritage Associates,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-12-27,architectural-historian,lead/PI,Bioarchaeology/Osteology;Budgeting & Scheduling;Historic District Survey;Lithic Analysis;NEPA;NPS Preservation Briefs & Bulletins;Phase I Archaeological Survey;Program Evaluation (KPIs/Outcomes);Section 106;Section 110 (NHPA),"[""Bioarchaeology/Osteology"", ""Budgeting & Scheduling"", ""Historic District Survey"", ""Lithic Analysis"", ""NEPA"", ""NPS Preservation Briefs & Bulletins"", ""Phase I Archaeological Survey"", ""Program Evaluation (KPIs/Outcomes)"", ""Section 106"", ""Section 110 (NHPA)""]",109962.0,141619.0,USD,https://example.com/demo/job/231,"Architectural Historian at Regional Heritage Associates. Key skills include Bioarchaeology/Osteology, Budgeting & Scheduling, Historic District Survey, Lithic Analysis, NEPA. This is synthetic demo data.",0.465
ACRA,Zooarchaeology Analyst,Frontier Cultural Resources,"Boise, ID",Boise,ID,43.615,-116.2023,2025-12-28,lab/analyst,entry,Archaeological Resources Protection Act;Client/Stakeholder Management;Design Review for Historic Properties;MOA (Section 106 Resolution);Revit (BIM for Heritage),"[""Archaeological Resources Protection Act"", ""Client/Stakeholder Management"", ""Design Review for Historic Properties"", ""MOA (Section 106 Resolution)"", ""Revit (BIM for Heritage)""]",,,,https://example.com/demo/job/232,"Zooarchaeology Analyst at Frontier Cultural Resources. Key skills include Archaeological Resources Protection Act, Client/Stakeholder Management, Design Review for Historic Properties, MOA (Section 106 Resolution), Revit (BIM for Heritage). This is synthetic demo data.",-0.198
AAA,Senior Cultural Resources Planner,Sagebrush Archaeology,"Boise, ID",Boise,ID,43.615,-116.2023,2026-02-01,architectural-historian,senior,AutoCAD (Drafting);Curation Agreements;Historic Tax Credit Applications;NEPA;Off-Road/ATV Operation,"[""AutoCAD (Drafting)"", ""Curation Agreements"", ""Historic Tax Credit Applications"", ""NEPA"", ""Off-Road/ATV Operation""]",,,,https://example.com/demo/job/233,"Senior Cultural Resources Planner at Sagebrush Archaeology. Key skills include AutoCAD (Drafting), Curation Agreements, Historic Tax Credit Applications, NEPA, Off-Road/ATV Operation. This is synthetic demo data.",-0.049
AAA,Senior Field Supervisor,Bay Area Preservation,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2026-02-01,field-tech,senior,Archaeological Data Recovery Plan;Collections Environmental Monitoring;Conservation Management Plan;Long-Term Resource Monitoring Plan;Quality Assurance / Quality Control;SOI Professional Standards;SQL;Section 106;Section 4(f) DOT Act,"[""Archaeological Data Recovery Plan"", ""Collections Environmental Monitoring"", ""Conservation Management Plan"", ""Long-Term Resource Monitoring Plan"", ""Quality Assurance / Quality Control"", ""SOI Professional Standards"", ""SQL"", ""Section 106"", ""Section 4(f) DOT Act""]",,,,https://example.com/demo/job/234,"Senior Field Supervisor at Bay Area Preservation. Key skills include Archaeological Data Recovery Plan, Collections Environmental Monitoring, Conservation Management Plan, Long-Term Resource Monitoring Plan, Quality Assurance / Quality Control. This is synthetic demo data.",0.387
ACRA,Collections Specialist,Capitol Heritage Advisors,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-30,lab/analyst,mid,Archaeological Resources Protection Act;Built Environment Survey;NEPA;Section 4(f) DOT Act,"[""Archaeological Resources Protection Act"", ""Built Environment Survey"", ""NEPA"", ""Section 4(f) DOT Act""]",67604.0,81463.0,USD,https://example.com/demo/job/235,"Collections Specialist at Capitol Heritage Advisors. Key skills include Archaeological Resources Protection Act, Built Environment Survey, NEPA, Section 4(f) DOT Act. This is synthetic demo data.",-0.008
AAA,Senior Principal Investigator,Great Lakes CRM,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2026-01-04,pm/pi,senior,Data Visualization;File/Enterprise Geodatabase;LiDAR Processing;MSHA Surface Miner;NPS Preservation Briefs & Bulletins;Post-Disaster Damage Assessment;Site Management Plan,"[""Data Visualization"", ""File/Enterprise Geodatabase"", ""LiDAR Processing"", ""MSHA Surface Miner"", ""NPS Preservation Briefs & Bulletins"", ""Post-Disaster Damage Assessment"", ""Site Management Plan""]",,,,https://example.com/demo/job/236,"Senior Principal Investigator at Great Lakes CRM. Key skills include Data Visualization, File/Enterprise Geodatabase, LiDAR Processing, MSHA Surface Miner, NPS Preservation Briefs & Bulletins. This is synthetic demo data.",0.281
AAA,Cultural Resources Planner,High Plains Cultural Resources,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2026-01-21,architectural-historian,mid,CIDOC CRM (Heritage Semantics);Client/Stakeholder Management;Python,"[""CIDOC CRM (Heritage Semantics)"", ""Client/Stakeholder Management"", ""Python""]",68679.0,84426.0,USD,https://example.com/demo/job/237,"Cultural Resources Planner at High Plains Cultural Resources. Key skills include CIDOC CRM (Heritage Semantics), Client/Stakeholder Management, Python. This is synthetic demo data.",0.366
